codice;codice_via;nomevia;codviada;nome_via_origine;codice_via_destinazione;nome_via_destinazione;ordinanza;stato;lunghezza;larghezza;codice_utilizzo;duso;tipologia_percorso;codarco1;nomevia1;codarco2;nomevia2;codarco3;nomevia3;codarco4;nomevia4;codarco5;nomevia5;geo_point_2d;geo_shape;tipologia;nomequart
1783;38100;VIA GIUSEPPE MEZZOFANTI;42350;VIALE ALFREDO ORIANI;56750;VIA CLOTILDE TAMBRONI;4000/343434;A;69.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;1532;VIA GIUSEPPE MEZZOFANTI;;;;;;;;;44.4857075002, 11.3611581894;"{""coordinates"": [[[11.360774672975461, 44.48585043748487], [11.361541705818896, 44.485564562956796]]], ""type"": ""MultiLineString""}";6718;Santo Stefano
1784;0;;0;;0;;4000/343434;A;142.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.4980916736, 11.3593056465;"{""coordinates"": [[[11.35877058630764, 44.497798574672586], [11.358824877113298, 44.49796259378134], [11.358975062119459, 44.49794247690043], [11.359213080181894, 44.49799840422166], [11.359272304965096, 44.49802188322014], [11.359434196097729, 44.49796356524772], [11.359625265254866, 44.498234954911844], [11.359665406547249, 44.49837651948405], [11.359677119841814, 44.49853574254749], [11.359687887344515, 44.49857141661815]]], ""type"": ""MultiLineString""}";2901;San Donato - San Vitale
1787;0;;0;;0;;4000/343434;A;91.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.4946809854, 11.371099667;"{""coordinates"": [[[11.371149761947276, 44.49427102465362], [11.371070289648912, 44.49487017225315], [11.371068433376422, 44.49501079140445], [11.371074225564247, 44.49506067334666], [11.37108856867294, 44.495088739530324]]], ""type"": ""MultiLineString""}";2901;San Donato - San Vitale
1788;0;;0;;0;;4000/343434;A;30.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.4951926173, 11.3712105694;"{""coordinates"": [[[11.371331888445376, 44.49529734581715], [11.371244711028233, 44.49521912668971], [11.371117980264168, 44.495116483986884], [11.37108856867294, 44.495088739530324]]], ""type"": ""MultiLineString""}";2901;San Donato - San Vitale
1790;0;;0;;0;;4000/343434;A;293.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5126028893, 11.3556121994;"{""coordinates"": [[[11.35711286996388, 44.51281785878018], [11.356896000288307, 44.51239413965778], [11.353891449295093, 44.5128106630145]]], ""type"": ""MultiLineString""}";2901;Navile
1583;0;;0;;0;;4000/343434;A;81.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5118799869, 11.3282025109;"{""coordinates"": [[[11.328685959509482, 44.512001650722716], [11.328199706586686, 44.51187761504855], [11.32771827885975, 44.51176148036236]]], ""type"": ""MultiLineString""}";2901;Navile
1793;0;;0;;0;;4000/343434;A;75.0;0.0;3003;Pedonale-Ciclabile;area pedonale;;;;;;;;;;;44.5046092861, 11.3670269114;"{""coordinates"": [[[11.366746126977365, 44.50488074730566], [11.367026087218672, 44.50460906056239], [11.367308714445498, 44.50433888239317]]], ""type"": ""MultiLineString""}";6716;San Donato - San Vitale
1794;20500;VIA SAN DONATO;0;;0;;4000/343434;A;412.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;3434;VIA SAN DONATO;3416;VIA SAN DONATO;7034;VIA SAN DONATO;3418;VIA SAN DONATO;;;44.5045268814, 11.3698253526;"{""coordinates"": [[[11.367631947003352, 44.50403091382981], [11.367750367551038, 44.504036253281235], [11.367852403342017, 44.504034126298], [11.367923310992362, 44.503984039798794], [11.368016255810026, 44.50387794012453], [11.368078150921466, 44.503845400263415], [11.368247504431926, 44.503824505823694], [11.3683769551048, 44.50382971315752], [11.368611449982023, 44.50391137847149], [11.369014768042662, 44.504112555689126], [11.36976314681421, 44.504476089494], [11.369874807227612, 44.50452441904445], [11.370837780287602, 44.504935935960205], [11.371224727637495, 44.50510373607727], [11.371428515887226, 44.50519750567862], [11.371817233090031, 44.50536923825717], [11.372027704684996, 44.505457838612564]]], ""type"": ""MultiLineString""}";6718;San Donato - San Vitale
1796;20500;VIA SAN DONATO;0;;0;;4000/343434;A;603.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;4768;VIA SAN DONATO;4716;VIA SAN DONATO;3499;VIA SAN DONATO;8030;VIA SAN DONATO;;;44.5087975914, 11.3789117725;"{""coordinates"": [[[11.375876125021017, 44.50715096808729], [11.3761166010282, 44.507297192548656], [11.376250805932733, 44.50738771959783], [11.376273447946119, 44.50740434629901], [11.376400135844444, 44.50749839772525], [11.376467424773208, 44.50755548864562], [11.376587178862403, 44.507659672392236], [11.37680839888959, 44.5078545084777], [11.376900969947666, 44.50791981556952], [11.37699499929829, 44.50798323926022], [11.377157529422373, 44.508074475254325], [11.377272981568462, 44.50813228718698], [11.37737552402302, 44.50818231815755], [11.377762975253493, 44.508344766492826], [11.377969050099459, 44.50843326802247], [11.37899365775493, 44.50887752799718], [11.379580950820293, 44.50913278901837], [11.379750613669412, 44.50920745702647], [11.380121270310509, 44.509364303647104], [11.380955061573282, 44.50972660664328], [11.381657766837943, 44.51003187248087], [11.381986200775271, 44.51017129695231], [11.382082811004045, 44.510210834844315]]], ""type"": ""MultiLineString""}";6718;San Donato - San Vitale
1820;0;;0;;0;;4000/343434;A;138.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5154805713, 11.3945389285;"{""coordinates"": [[[11.39384370749593, 44.51585717551983], [11.394040063150102, 44.515698731100215], [11.394172197775392, 44.51560226136747], [11.394315872846441, 44.51553678144432], [11.394639665473742, 44.51541791633398], [11.3951742087564, 44.5152413468933], [11.395285508980733, 44.515200428928864]]], ""type"": ""MultiLineString""}";2901;San Donato - San Vitale
1821;0;;0;;0;;4000/343434;A;132.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5162605422, 11.3975349374;"{""coordinates"": [[[11.396834647559643, 44.516493763677175], [11.397189942544147, 44.516487503375934], [11.398197534527034, 44.515893757736606]]], ""type"": ""MultiLineString""}";2901;San Donato - San Vitale
1822;20500;VIA SAN DONATO;0;;0;;4000/343434;A;174.0;0.0;3002;Ciclabile;sede propria;9402;VIA SAN DONATO;;;;;;;;;44.5171896751, 11.3963696144;"{""coordinates"": [[[11.396834647559643, 44.516493763677175], [11.396805979128084, 44.51655902034087], [11.396772720217081, 44.51660734749783], [11.39673911682321, 44.516647276845205], [11.3966865255416, 44.51670161349726], [11.39661966289971, 44.516789869937014], [11.3965481907525, 44.51695666986354], [11.396500430342982, 44.5170333182459], [11.396405376270785, 44.51710255522331], [11.396299043995441, 44.51718323561112], [11.396273149837043, 44.51722020124928], [11.396255769592795, 44.51727379801473], [11.396273601070323, 44.517326655089626], [11.396299257436436, 44.51737934778232], [11.396313406163229, 44.517437885542186], [11.396268983291268, 44.517500455435524], [11.395842077986252, 44.51780294226541]]], ""type"": ""MultiLineString""}";2901;San Donato - San Vitale
1824;21180;ROTONDA SANT'EGIDIO;0;;0;;4000/343434;A;135.0;0.0;3002;Ciclabile;corsia preferenziale bus/bici;10150;ROTONDA SANT'EGIDIO;10715;ROTONDA SANT'EGIDIO;10149;ROTONDA SANT'EGIDIO;;;;;44.4989877369, 11.3594668414;"{""coordinates"": [[[11.359264157468905, 44.49969446427601], [11.359304676138118, 44.499586330314294], [11.359313593287755, 44.499414199627935], [11.35958103032387, 44.498594911635365]], [[11.35958103032387, 44.498594911635365], [11.359677119841814, 44.49853574254749]], [[11.3596204352157, 44.49861612545409], [11.359677119841814, 44.49853574254749]], [[11.359677119841814, 44.49853574254749], [11.359557682677343, 44.49856381073901]], [[11.359591234468446, 44.49863936729607], [11.35958103032387, 44.498594911635365]], [[11.35958103032387, 44.498594911635365], [11.359544383639072, 44.49863148885844]]], ""type"": ""MultiLineString""}";6715;San Donato - San Vitale
1826;52400;VIA AURELIO SAFFI;0;;0;;4000/343434;A;922.0;0.0;3002;Ciclabile;corsia preferenziale bus/bici;2708;VIA AURELIO SAFFI;6838;VIA AURELIO SAFFI;2710;VIA AURELIO SAFFI;2712;VIA AURELIO SAFFI;2718;VIA AURELIO SAFFI;44.501061665, 11.321855541;"{""coordinates"": [[[11.316544632900914, 44.50292508944826], [11.326953600699536, 44.49927298381557]], [[11.326870484051454, 44.499340505161165], [11.326953600699536, 44.49927298381557]], [[11.326953600699536, 44.49927298381557], [11.32682811848298, 44.499278665747]]], ""type"": ""MultiLineString""}";6715;Porto - Saragozza
1827;21400;VIA EMILIA PONENTE;47900;VIA PRATI DI CAPRARA;36250;VIA MARZABOTTO;4000/343434;A;371.0;0.0;3002;Ciclabile;corsia preferenziale bus/bici;5411;VIA EMILIA PONENTE;2681;VIA EMILIA PONENTE;2676;VIA EMILIA PONENTE;5409;VIA EMILIA PONENTE;5410;VIA EMILIA PONENTE;44.5047743731, 11.3114034645;"{""coordinates"": [[[11.309285996681433, 44.50554570799627], [11.30932894068061, 44.50550151907965], [11.310270102442159, 44.5051787936526]], [[11.310270102442159, 44.5051787936526], [11.311381383519757, 44.50477431575327]], [[11.311381383519757, 44.50477431575327], [11.313394996895955, 44.50408006824864]], [[11.313311223467931, 44.504147177427306], [11.313394996895955, 44.50408006824864]], [[11.313394996895955, 44.50408006824864], [11.313269451778483, 44.50408512986179]], [[11.310228115186508, 44.505212284313174], [11.310270102442159, 44.5051787936526]], [[11.310270102442159, 44.5051787936526], [11.310207321264384, 44.50518122876449]], [[11.311340515969185, 44.504808508198465], [11.311381383519757, 44.50477431575327]], [[11.311381383519757, 44.50477431575327], [11.311318700958973, 44.50477781355872]]], ""type"": ""MultiLineString""}";6715;Porto - Saragozza
1828;0;;0;;0;;4000/343434;A;167.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5345771961, 11.2707278584;"{""coordinates"": [[[11.270291735721141, 44.535080876626445], [11.27061799454055, 44.534976348976016], [11.270712600979634, 44.53492260210848], [11.270729992641428, 44.53485027410129], [11.270504276021812, 44.534482545751814], [11.271289573491691, 44.534087817498616]]], ""type"": ""MultiLineString""}";2901;Borgo Panigale - Reno
1835;52580;VIALE GAETANO SALVEMINI;0;;0;;4000/343434;A;233.0;0.0;6708;Percorso naturalistico;pavimentato;10679;VIALE GAETANO SALVEMINI;;;;;;;;;44.5064830637, 11.281322181;"{""coordinates"": [[[11.281880449304229, 44.506928333450325], [11.281771041773558, 44.50697270668847], [11.281667622220198, 44.50699689490457], [11.281536182936811, 44.50701066056197], [11.28142545124351, 44.50700417385712], [11.281292580026328, 44.50698053488978], [11.28117104846983, 44.506932435355544], [11.281089465993787, 44.506885700220735], [11.281006872849671, 44.50681256125587], [11.280939443886774, 44.50673470004421], [11.280898266111437, 44.50662105558163], [11.280892083401666, 44.50653970883759], [11.280948023649431, 44.50639760553528], [11.281009304383366, 44.506314846425106], [11.281071595772932, 44.50625849101142], [11.281327786215602, 44.50613641979002], [11.28148239501296, 44.5059261934848], [11.28187140669893, 44.50574629672572]]], ""type"": ""MultiLineString""}";6719;Borgo Panigale - Reno
1841;0;;0;;0;;4000/343434;A;78.0;0.0;6708;Percorso naturalistico;pavimentato;;;;;;;;;;;44.5109350764, 11.3041902628;"{""coordinates"": [[[11.3041899633493, 44.51128717414151], [11.304190562245676, 44.51058297862393]]], ""type"": ""MultiLineString""}";6719;Borgo Panigale - Reno
1843;0;;0;;0;;4000/343434;A;156.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5066282729, 11.3050550326;"{""coordinates"": [[[11.30475985505285, 44.50712579399217], [11.30458907448456, 44.50690835875315], [11.304558194928113, 44.50684507443903], [11.304571892838595, 44.50678096627153], [11.304606423996818, 44.506730985496496], [11.30581471150136, 44.50629973250709]]], ""type"": ""MultiLineString""}";2901;Borgo Panigale - Reno
1845;0;;0;;0;;4000/343434;A;97.0;0.0;6708;Percorso naturalistico;pavimentato;;;;;;;;;;;44.5009657465, 11.301398297;"{""coordinates"": [[[11.301384172726028, 44.50135410757209], [11.30141534690608, 44.501295571492264], [11.30147563554413, 44.501228406415734], [11.301531623123829, 44.50115831122865], [11.301546308549272, 44.501103968230964], [11.301526689148176, 44.501029199427435], [11.301464387911672, 44.50093415491174], [11.301279081220162, 44.50069106867269], [11.301113631610905, 44.50074808514285]]], ""type"": ""MultiLineString""}";6719;Borgo Panigale - Reno
1846;0;;0;;0;;4000/343434;A;57.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5013158836, 11.3017392226;"{""coordinates"": [[[11.301384172726028, 44.50135410757209], [11.302094272416467, 44.501277659617905]]], ""type"": ""MultiLineString""}";2901;Borgo Panigale - Reno
1856;0;;0;;0;;4000/343434;A;218.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5274335212, 11.3352599817;"{""coordinates"": [[[11.334197212200433, 44.52779593710869], [11.334190977309234, 44.527738452421836], [11.334198582565868, 44.527683485487785], [11.334226757315353, 44.52765197366356], [11.33505776477366, 44.527378710006595], [11.3353258579865, 44.52735901510474], [11.335489904336569, 44.52733870362329], [11.335670468735763, 44.52728993035527], [11.33583528985721, 44.52724007631327], [11.335930419384093, 44.52721417901742], [11.335982027346695, 44.52722855324292], [11.335996771243966, 44.527253542285436], [11.336005744933113, 44.52728146385198], [11.336018979457778, 44.527317728698094], [11.336036081123481, 44.52735248727983], [11.3360770548085, 44.5273951643542], [11.336135677774397, 44.52743746838213], [11.336179951617606, 44.52746462430893], [11.336255281779664, 44.527531853193395], [11.336271272427354, 44.52758769301415], [11.336274987554871, 44.527631151915685]]], ""type"": ""MultiLineString""}";2901;Navile
1857;27710;VIA ANTONIO GIURIOLO;0;;0;;4000/343434;A;72.0;0.0;3002;Ciclabile;sede propria;3598;VIA DI CORTICELLA;4034;VIA ANTONIO GIURIOLO;;;;;;;44.5252854299, 11.3490726322;"{""coordinates"": [[[11.34864761847742, 44.52540325100673], [11.349497645944004, 44.52516760869828]]], ""type"": ""MultiLineString""}";2901;Navile
531;0;;0;;0;;4000/343434;A;109.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5038380422, 11.3040013287;"{""coordinates"": [[[11.30454253200026, 44.50371424662148], [11.304488586185785, 44.503727321702904], [11.304432114731961, 44.50375864740015], [11.304066231874598, 44.50395160529782], [11.304041875433697, 44.503959115576976], [11.303988981780906, 44.50396186135275], [11.303820292575317, 44.503934991684496], [11.303748803665046, 44.50390367226419], [11.303719365700552, 44.50387598453921], [11.3036613593813, 44.50378000690888], [11.303658029659877, 44.5037580110246], [11.30361745662546, 44.50369788466656], [11.303527998297453, 44.503624048593885]]], ""type"": ""MultiLineString""}";2901;Borgo Panigale - Reno
769;0;;0;;0;;4000/343434;A;141.0;0.0;6708;Percorso naturalistico;pavimentato;;;;;;;;;;;44.5149121195, 11.2868406664;"{""coordinates"": [[[11.287545771158529, 44.51454526823718], [11.286873040330855, 44.51485310347087], [11.286843027455268, 44.51488162213766], [11.286814824121905, 44.51495659285546], [11.286795105025817, 44.51498303743653], [11.286134745697298, 44.515275703617874]]], ""type"": ""MultiLineString""}";6719;Borgo Panigale - Reno
1865;0;;0;;0;;4000/343434;A;147.0;0.0;6708;Percorso naturalistico;pavimentato;;;;;;;;;;;44.5053384055, 11.3679409528;"{""coordinates"": [[[11.367359761997259, 44.50502537456249], [11.367590833485258, 44.5054868211965], [11.368323807890972, 44.505337317754865], [11.368713663693422, 44.50527550427325]]], ""type"": ""MultiLineString""}";6719;San Donato - San Vitale
1868;0;;0;;0;;4000/343434;A;127.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.4705284102, 11.3742773228;"{""coordinates"": [[[11.37398614222569, 44.470081194536334], [11.374546394116468, 44.47060074481356], [11.374036108469628, 44.47092841129004]]], ""type"": ""MultiLineString""}";2901;Savena
673;18550;VIA DELLA CROCE COPERTA;0;;0;;4000/343434;A;98.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;3645;VIA DELLA CROCE COPERTA;3646;VIA DELLA CROCE COPERTA;3607;VIA DELLA CROCE COPERTA;3604;VIA DI CORTICELLA;;;44.530939482, 11.3532828546;"{""coordinates"": [[[11.353748093558686, 44.530675037279075], [11.35292603655789, 44.531117042534085], [11.353043901587181, 44.5312393483543]]], ""type"": ""MultiLineString""}";6718;Navile
858;0;;0;;0;;4000/343434;A;101.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5135771306, 11.3282932513;"{""coordinates"": [[[11.327687364575688, 44.513665529071126], [11.327746257996958, 44.51365675678299], [11.328756385049644, 44.5135195537561], [11.328838110245522, 44.51344672581278], [11.328848811461665, 44.51340839654608]]], ""type"": ""MultiLineString""}";2901;Navile
1506;0;;0;;0;;2004/204061;A;40.0;0.0;3003;Pedonale-Ciclabile;promiscuo ciclopedonale;;;;;;;;;;;44.5145214383, 11.283524101;"{""coordinates"": [[[11.283749379601666, 44.514446533685955], [11.283711598042562, 44.51445145751798], [11.283300720437747, 44.51460401419106]]], ""type"": ""MultiLineString""}";6717;Borgo Panigale - Reno
780;0;;0;;0;;4000/343434;A;304.0;0.0;3003;Pedonale-Ciclabile;promiscuo ciclopedonale;;;;;;;;;;;44.4949265092, 11.2884031044;"{""coordinates"": [[[11.289193761221842, 44.49608168430496], [11.289119957478158, 44.49600526186411], [11.289019392043718, 44.495952259144374], [11.28894149090835, 44.49592934811511], [11.288872567883391, 44.49591643920377], [11.288820152245151, 44.495832126138545], [11.288780562146355, 44.495752013442974], [11.288092264520701, 44.49435834192197], [11.288033886466597, 44.49423691190184], [11.287993362770127, 44.49414140293063], [11.287946563520423, 44.49401592522394], [11.287911590822164, 44.49391322328306], [11.287861015481877, 44.493712897977574], [11.287831042840653, 44.4935965785094]]], ""type"": ""MultiLineString""}";6717;Borgo Panigale - Reno
1510;25250;MURA DI PORTA GALLIERA;0;;0;;4000/343434;A;146.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;8852;PIAZZA DI PORTA MASCARELLA;5135;MURA DI PORTA GALLIERA;5137;MURA DI PORTA GALLIERA;;;;;44.5022756726, 11.3519149178;"{""coordinates"": [[[11.351126430270694, 44.50247054236585], [11.351369596772093, 44.502406647203564], [11.351850942704855, 44.502216006983765], [11.352178483943298, 44.5020900964822], [11.3523329368712, 44.50227851275358], [11.352681811080728, 44.502306363333744]]], ""type"": ""MultiLineString""}";6718;Santo Stefano
1513;62000;VIA S.VITALE;62100;PIAZZA DI PORTA S.VITALE;59750;VIA DELL'UNIONE;4000/343434;A;269.0;0.0;3002;Ciclabile;corsia ciclabile su strada;1758;VIA S.VITALE;1734;VIA S.VITALE;1737;VIA S.VITALE;1739;VIA S.VITALE;1759;VIA S.VITALE;44.4940872386, 11.3548398766;"{""coordinates"": [[[11.356601312452757, 44.49404025638762], [11.356499061391084, 44.4940439932859], [11.356323261255742, 44.4940709107118], [11.355795775698908, 44.494080056372695]], [[11.355795775698908, 44.494080056372695], [11.354899290004749, 44.49407966028302]], [[11.354899290004749, 44.49407966028302], [11.354445631611576, 44.49408381554968], [11.354009263394698, 44.494091566944164], [11.353735168087105, 44.494103923709645], [11.353223437053341, 44.49412802855404]], [[11.353336085065818, 44.49408816769623], [11.353223437053341, 44.49412802855404]], [[11.353223437053341, 44.49412802855404], [11.35334255830983, 44.49415697404563]], [[11.355853235993193, 44.49406180473867], [11.355795775698908, 44.494080056372695]], [[11.355795775698908, 44.494080056372695], [11.355854429111368, 44.49409629526186]], [[11.354957364382617, 44.49406243942396], [11.354899290004749, 44.49407966028302]], [[11.354899290004749, 44.49407966028302], [11.354957365117587, 44.49409693280737]]], ""type"": ""MultiLineString""}";2902;Santo Stefano
1508;0;;0;;0;;4000/343434;A;1229.0;0.0;6708;Percorso naturalistico;sterrato;;;;;;;;;;;44.5493025391, 11.3552481951;"{""coordinates"": [[[11.359788697159019, 44.553332422177284], [11.35955897395333, 44.55318852388348], [11.359479530134275, 44.55312389636193], [11.359393041981996, 44.55301186746895], [11.359349086121057, 44.55296024924395], [11.359264714518142, 44.55290449186653], [11.359195937909789, 44.55284464765736], [11.359127960587054, 44.55275976047935], [11.35907842010266, 44.552745806461694], [11.359036491147894, 44.55274795676617], [11.358976924855003, 44.5527004320455], [11.358932955705257, 44.55264881968497], [11.358885913891141, 44.55260853576659], [11.358819867464232, 44.552574916868366], [11.358736375596159, 44.55254292445344], [11.358685450156585, 44.55249271575614], [11.358595516702005, 44.55242958209535], [11.358486765898386, 44.55237811581319], [11.358351581023554, 44.55232221463874], [11.358206181150766, 44.55227404252663], [11.357991234566162, 44.55219105315826], [11.357807872474375, 44.55210861218704], [11.357663489832838, 44.552039109448074], [11.357588098087728, 44.551989413666846], [11.357468195742847, 44.55190982072079], [11.357385013766734, 44.55181618956075], [11.3573012481759, 44.55170750999445], [11.357159474631633, 44.551551531123046], [11.357059257644547, 44.551441532423304], [11.356978585843102, 44.55135287633867], [11.356909538084965, 44.55125886117984], [11.35686726943276, 44.55119103985023], [11.356811573274216, 44.551140266054624], [11.356719930328204, 44.5510667920111], [11.356495379809518, 44.550944189071366], [11.356397993140154, 44.550906036264166], [11.356333296491012, 44.550865510955276], [11.3562876822535, 44.550834635966076], [11.35620168234521, 44.55078785981226], [11.356110326776799, 44.55072276028825], [11.356026662001842, 44.550675934341804], [11.355973717527677, 44.550636834833085], [11.355939366523158, 44.5505939869046], [11.355916713240685, 44.550550889915904], [11.3558808255159, 44.55046617134742], [11.355849492896875, 44.550378003567715], [11.355828993007831, 44.55032983224545], [11.355818036141354, 44.550286486152416], [11.355820933974453, 44.5502378164731], [11.35585628321529, 44.55018007496636], [11.355876064066447, 44.55001706850915], [11.355872562716169, 44.549921603346924], [11.355868999760531, 44.54982446339619], [11.355840616546903, 44.54975299416658], [11.355817834438689, 44.54970654770675], [11.355782674748152, 44.54964192743715], [11.355724357546759, 44.54958450497521], [11.355516015061998, 44.549396187572846], [11.35544629668089, 44.54934738863467], [11.355135874108079, 44.549186387378775], [11.354870701615816, 44.54904621173602], [11.354642956838509, 44.54894327745241], [11.354532078999, 44.54886828665771], [11.354437959760148, 44.54875941992623], [11.354339184061766, 44.54862228999209], [11.354217170981341, 44.54844182229159], [11.354050746331897, 44.548228768578376], [11.353943915456723, 44.54806599872173], [11.353889060717595, 44.54794596961769], [11.353834106253988, 44.547823365210014], [11.353713009960607, 44.54756808122634], [11.353624226415038, 44.54740751782826], [11.353580542296884, 44.547297567142024], [11.353566050401927, 44.54727164015574], [11.35337853847215, 44.547320003636656], [11.353334286886449, 44.54717834997926], [11.353243306491365, 44.5470072905676], [11.353181758999753, 44.54692911327077], [11.353113938068573, 44.546858081671296], [11.352846408123872, 44.54667906922012], [11.352778658562178, 44.54661037631373], [11.352211887605906, 44.546281093721184], [11.352037030233397, 44.546139876093534], [11.3518106821666, 44.54592963247584], [11.351620783941168, 44.54573498408647], [11.351501841131013, 44.54560661731477], [11.351424874822072, 44.54546567664712], [11.351419142434558, 44.545398018305285], [11.351436077682113, 44.54532520477688], [11.351492619624004, 44.545174421578174], [11.351601033615227, 44.545013186748825], [11.351723703710663, 44.54484221801664]]], ""type"": ""MultiLineString""}";6720;Navile
1514;47450;VIA PORTA NOVA;23000;VIA MARIO FINZI;57400;VIA ALFREDO TESTONI;4000/343434;A;49.0;0.0;3003;Pedonale-Ciclabile;area pedonale;974;VIA PORTA NOVA;;;;;;;;;44.4943242245, 11.3371579282;"{""coordinates"": [[[11.336854585805003, 44.49435820804752], [11.33731110057953, 44.49430522058231], [11.33742878133331, 44.494298164050015], [11.337461568372122, 44.49430283062398]]], ""type"": ""MultiLineString""}";6716;Porto - Saragozza
1515;14700;VIA CASTIGLIONE;0;;14800;PIAZZA DI PORTA CASTIGLIONE;4000/343434;A;152.0;0.0;3002;Ciclabile;corsia ciclabile su strada;863;VIA CASTIGLIONE;843;VIA CASTIGLIONE;831;VIA CASTIGLIONE;;;;;44.486397536, 11.3482615939;"{""coordinates"": [[[11.348227568600977, 44.48566177215711], [11.34826858083319, 44.486043650408114]], [[11.34826858083319, 44.486043650408114], [11.34827668521408, 44.48612898216407], [11.348286082488437, 44.48634516822901], [11.348269071270831, 44.48652346478645], [11.348256308598454, 44.48672144381757], [11.348254990512244, 44.48694637563901], [11.348251166203802, 44.487023075968665]], [[11.348207234093653, 44.48693875988719], [11.348251166203802, 44.487023075968665]], [[11.348251166203802, 44.487023075968665], [11.34830338375524, 44.48694121906757]], [[11.348240147997853, 44.48600352242365], [11.34826858083319, 44.486043650408114]], [[11.34826858083319, 44.486043650408114], [11.348288111013488, 44.4860008833317]]], ""type"": ""MultiLineString""}";2902;Santo Stefano
1516;0;;0;;0;;4000/343434;A;614.0;0.0;6708;Percorso naturalistico;sterrato;;;;;;;;;;;44.4670388969, 11.3904395444;"{""coordinates"": [[[11.393073802464441, 44.46865522486084], [11.392983188552453, 44.46849350240512], [11.392872219335594, 44.46838311206329], [11.392652540586045, 44.468171647035454], [11.392537833625626, 44.468157615993], [11.392472528016397, 44.46817385028863], [11.392413660234029, 44.468177505953975], [11.392238530296211, 44.468138634522916], [11.392143580613006, 44.468108135604844], [11.3921039307168, 44.468071560645214], [11.392059617257479, 44.468005189166114], [11.392059100579715, 44.46790557395738], [11.392066018922819, 44.46781826554576], [11.392032213135781, 44.467754173789515], [11.391908912480167, 44.467622097610274], [11.391830421101128, 44.46756883980691], [11.391634697218162, 44.46744812848719], [11.39137535166517, 44.46729877235922], [11.391353606144998, 44.46727683942761], [11.391327151974872, 44.46689481703026], [11.391170809390609, 44.466808444318], [11.390919996926694, 44.46670404819239], [11.39065909210668, 44.46660730624318], [11.390198737392721, 44.46647224521426], [11.389844630537768, 44.466399938651854], [11.389501688276063, 44.46634986484489], [11.38938976086053, 44.46633478222521], [11.389192004995646, 44.46634629298968], [11.388817309529156, 44.46645080729233], [11.388668063477839, 44.46654075223392], [11.38863393985714, 44.466556345126634], [11.388266638236612, 44.466588678975825], [11.387699008722308, 44.466488603161665], [11.38762016488225, 44.466433139726504], [11.387558383578405, 44.46636988480526], [11.387512064355585, 44.466343537806246], [11.387408962507488, 44.466316874771266], [11.387338675031824, 44.46629725377274]]], ""type"": ""MultiLineString""}";6720;Savena
489;0;;0;;0;;4000/343434;A;548.0;0.0;6708;Percorso naturalistico;sterrato;;;;;;;;;;;44.4648162376, 11.3849804573;"{""coordinates"": [[[11.387338675031824, 44.46629725377274], [11.387329219789502, 44.466278862845094], [11.387239303708993, 44.46623122055548], [11.386926900011483, 44.46608263829954], [11.386106369469202, 44.465651344468114], [11.385980731953822, 44.46565393234929], [11.385791396373497, 44.46563714457938], [11.3857075107092, 44.465597502823485], [11.385563038226502, 44.46549705814854], [11.38539195460303, 44.46533856297033], [11.385181424490177, 44.46522475771391], [11.384923466004249, 44.46517574998462], [11.384834964428503, 44.46514265083378], [11.384734124359131, 44.46507488268413], [11.38429020604237, 44.46461453127147], [11.384076473278837, 44.46432018131777], [11.383950432809932, 44.46403954639634], [11.383742002354435, 44.46374123401669], [11.383428752904443, 44.463278237453835], [11.383316632795507, 44.463066891142], [11.383285131220704, 44.4629626483788], [11.383328543529215, 44.46269463118447]]], ""type"": ""MultiLineString""}";6720;Savena
